record,window,rhythm,beat,rr
06426,256,AF,27,0.532
06426,256,AF,28,0.532
06426,256,AF,29,0.648
06426,257,AF,0,0.656
06426,257,AF,1,0.852
06426,257,AF,2,0.608
06426,257,AF,3,0.556
06426,257,AF,4,0.568
06426,257,AF,5,0.58
06426,257,AF,6,0.604
06426,257,AF,7,0.904
06426,257,AF,8,0.656
06426,257,AF,9,0.504
06426,257,AF,10,0.528
06426,257,AF,11,0.608
06426,257,AF,12,0.56
06426,257,AF,13,0.56
06426,257,AF,14,0.704
06426,257,AF,15,0.548
06426,257,AF,16,0.704
06426,257,AF,17,0.536
06426,257,AF,18,0.832
06426,257,AF,19,0.76
06426,257,AF,20,0.708
06426,257,AF,21,0.908
06426,257,AF,22,0.644
06426,257,AF,23,0.808
06426,257,AF,24,0.58
06426,257,AF,25,0.556
06426,257,AF,26,0.82
06426,257,AF,27,0.8
06426,257,AF,28,0.58
06426,257,AF,29,0.56
06426,258,AF,0,0.508
06426,258,AF,1,0.496
06426,258,AF,2,0.928
06426,258,AF,3,0.664
06426,258,AF,4,0.624
06426,258,AF,5,0.632
06426,258,AF,6,0.556
06426,258,AF,7,0.52
06426,258,AF,8,0.752
06426,258,AF,9,0.824
06426,258,AF,10,0.504
06426,258,AF,11,0.784
06426,258,AF,12,0.524
06426,258,AF,13,0.488
06426,258,AF,14,0.464
06426,258,AF,15,0.78
06426,258,AF,16,0.72
06426,258,AF,17,0.728
06426,258,AF,18,0.528
06426,258,AF,19,0.712
06426,258,AF,20,0.604
06426,258,AF,21,0.508
06426,258,AF,22,0.708
06426,258,AF,23,0.572
06426,258,AF,24,0.572
06426,258,AF,25,0.704
06426,258,AF,26,0.844
06426,258,AF,27,0.572
06426,258,AF,28,0.804
06426,258,AF,29,0.96
06426,259,AF,0,0.532
06426,259,AF,1,0.528
06426,259,AF,2,0.808
06426,259,AF,3,0.56
06426,259,AF,4,0.528
06426,259,AF,5,0.712
06426,259,AF,6,0.644
06426,259,AF,7,0.544
06426,259,AF,8,0.756
06426,259,AF,9,0.484
06426,259,AF,10,0.592
06426,259,AF,11,0.62
06426,259,AF,12,0.604
06426,259,AF,13,0.636
06426,259,AF,14,0.628
06426,259,AF,15,0.74
06426,259,AF,16,0.94
06426,259,AF,17,0.68
06426,259,AF,18,0.572
06426,259,AF,19,0.68
06426,259,AF,20,0.684
06426,259,AF,21,0.7
06426,259,AF,22,0.764
06426,259,AF,23,0.692
06426,259,AF,24,0.744
06426,259,AF,25,0.56
06426,259,AF,26,0.788
06426,259,AF,27,0.632
06426,259,AF,28,0.552
06426,259,AF,29,0.844
06426,260,Normal,0,0.968
06426,260,Normal,1,1.004
06426,260,Normal,2,1.0
06426,260,Normal,3,0.972
06426,260,Normal,4,0.952
06426,260,Normal,5,0.98
06426,260,Normal,6,0.988
06426,260,Normal,7,0.952
06426,260,Normal,8,0.944
06426,260,Normal,9,0.952
06426,260,Normal,10,0.952
06426,260,Normal,11,0.932
06426,260,Normal,12,0.908
06426,260,Normal,13,0.952
06426,260,Normal,14,0.984
06426,260,Normal,15,0.972
06426,260,Normal,16,0.952
06426,260,Normal,17,0.932
06426,260,Normal,18,0.984
06426,260,Normal,19,0.992
06426,260,Normal,20,0.952
06426,260,Normal,21,0.932
06426,260,Normal,22,0.94
06426,260,Normal,23,0.932
06426,260,Normal,24,0.948
06426,260,Normal,25,0.916
06426,260,Normal,26,0.888
06426,260,Normal,27,0.984
06426,260,Normal,28,0.92
06426,260,Normal,29,0.86
06426,261,Normal,0,0.932
06426,261,Normal,1,0.924
06426,261,Normal,2,0.952
06426,261,Normal,3,0.936
06426,261,Normal,4,0.916
06426,261,Normal,5,0.94
06426,261,Normal,6,0.98
06426,261,Normal,7,0.94
06426,261,Normal,8,0.928
06426,261,Normal,9,0.96
06426,261,Normal,10,0.98
06426,261,Normal,11,0.92
06426,261,Normal,12,0.936
06426,261,Normal,13,0.932
06426,261,Normal,14,0.968
06426,261,Normal,15,0.972
06426,261,Normal,16,0.916
06426,261,Normal,17,0.944
06426,261,Normal,18,0.988
06426,261,Normal,19,0.948
06426,261,Normal,20,0.948
06426,261,Normal,21,0.948
06426,261,Normal,22,0.96
06426,261,Normal,23,0.996
06426,261,Normal,24,0.948
06426,261,Normal,25,0.912
06426,261,Normal,26,0.964
06426,261,Normal,27,0.988
06426,261,Normal,28,0.512
06426,261,Normal,29,1.128
06426,262,AF,0,0.528
06426,262,AF,1,0.736
06426,262,AF,2,0.528
06426,262,AF,3,0.5
06426,262,AF,4,0.792
06426,262,AF,5,0.776
06426,262,AF,6,0.528
06426,262,AF,7,0.728
06426,262,AF,8,0.484
06426,262,AF,9,0.484
06426,262,AF,10,0.564
06426,262,AF,11,0.764
06426,262,AF,12,0.656
06426,262,AF,13,0.568
06426,262,AF,14,0.688
06426,262,AF,15,0.548
06426,262,AF,16,1.316
06426,262,AF,17,0.984
06426,262,AF,18,0.508
06426,262,AF,19,0.688
06426,262,AF,20,0.516
06426,262,AF,21,0.78
06426,262,AF,22,0.572
06426,262,AF,23,0.72
06426,262,AF,24,0.912
06426,262,AF,25,0.708
06426,262,AF,26,0.548
06426,262,AF,27,0.708
06426,262,AF,28,0.736
06426,262,AF,29,0.504
06426,263,AF,0,0.808
06426,263,AF,1,0.6
06426,263,AF,2,0.48
06426,263,AF,3,0.636
06426,263,AF,4,0.7
06426,263,AF,5,0.508
06426,263,AF,6,0.588
06426,263,AF,7,0.524
06426,263,AF,8,0.684
06426,263,AF,9,0.716
06426,263,AF,10,0.46
06426,263,AF,11,0.492
06426,263,AF,12,0.476
06426,263,AF,13,0.524
06426,263,AF,14,0.72
06426,263,AF,15,0.74
06426,263,AF,16,0.544
06426,263,AF,17,0.556
06426,263,AF,18,0.516
06426,263,AF,19,0.5
06426,263,AF,20,0.692
06426,263,AF,21,0.808
06426,263,AF,22,0.624
06426,263,AF,23,0.468
06426,263,AF,24,0.892
06426,263,AF,25,0.728
06426,263,AF,26,0.588
06426,263,AF,27,0.588
06426,263,AF,28,0.736
06426,263,AF,29,0.78
06426,264,AF,0,0.612
06426,264,AF,1,0.704
06426,264,AF,2,0.748
06426,264,AF,3,0.568
06426,264,AF,4,0.864
06426,264,AF,5,0.728
06426,264,AF,6,0.764
06426,264,AF,7,0.592
06426,264,AF,8,0.528
06426,264,AF,9,1.12
06426,264,AF,10,0.524
06426,264,AF,11,0.644
06426,264,AF,12,0.62
06426,264,AF,13,0.616
06426,264,AF,14,0.576
06426,264,AF,15,0.644
06426,264,AF,16,0.74
06426,264,AF,17,0.732
06426,264,AF,18,0.896
06426,264,AF,19,0.584
06426,264,AF,20,0.744
06426,264,AF,21,0.628
06426,264,AF,22,0.58
06426,264,AF,23,0.792
06426,264,AF,24,0.768
06426,264,AF,25,1.104
06426,264,AF,26,0.956
06426,264,AF,27,0.572
06426,264,AF,28,0.656
06426,264,AF,29,0.808
06426,265,AF,0,0.556
06426,265,AF,1,0.62
06426,265,AF,2,1.02
06426,265,AF,3,0.612
06426,265,AF,4,0.6
06426,265,AF,5,0.564
06426,265,AF,6,0.676
06426,265,AF,7,0.628
06426,265,AF,8,0.508
06426,265,AF,9,0.508
06426,265,AF,10,0.512
06426,265,AF,11,0.5
06426,265,AF,12,0.48
06426,265,AF,13,0.568
06426,265,AF,14,0.816
06426,265,AF,15,0.548
06426,265,AF,16,0.492
06426,265,AF,17,0.62
06426,265,AF,18,0.512
06426,265,AF,19,0.472
06426,265,AF,20,0.7
06426,265,AF,21,0.764
06426,265,AF,22,0.904
06426,265,AF,23,0.692
06426,265,AF,24,0.536
06426,265,AF,25,0.708
06426,265,AF,26,0.828
06426,265,AF,27,0.752
06426,265,AF,28,0.576
06426,265,AF,29,0.576
06426,266,AF,0,0.968
06426,266,AF,1,0.576
06426,266,AF,2,0.828
06426,266,AF,3,0.508
06426,266,AF,4,0.904
06426,266,AF,5,0.568
06426,266,AF,6,0.856
06426,266,AF,7,0.944
06426,266,AF,8,0.584
06426,266,AF,9,0.704
06426,266,AF,10,0.76
06426,266,AF,11,0.792
06426,266,AF,12,0.904
06426,266,AF,13,0.956
06426,266,AF,14,0.852
06426,266,AF,15,0.508
06426,266,AF,16,0.72
06426,266,AF,17,0.748
06426,266,AF,18,0.604
06426,266,AF,19,0.744
06426,266,AF,20,0.524
06426,266,AF,21,0.528
06426,266,AF,22,0.692
06426,266,AF,23,0.512
06426,266,AF,24,0.828
06426,266,AF,25,0.904
06426,266,AF,26,0.78
06426,266,AF,27,0.688
06426,266,AF,28,0.572
06426,266,AF,29,0.74
06426,267,AF,0,0.728
06426,267,AF,1,0.572
06426,267,AF,2,0.76
06426,267,AF,3,0.528
06426,267,AF,4,0.664
06426,267,AF,5,0.54
06426,267,AF,6,0.636
06426,267,AF,7,0.784
06426,267,AF,8,0.616
06426,267,AF,9,0.972
06426,267,AF,10,0.824
06426,267,AF,11,0.608
06426,267,AF,12,0.752
06426,267,AF,13,0.552
06426,267,AF,14,0.58
06426,267,AF,15,0.536
06426,267,AF,16,0.864
06426,267,AF,17,0.528
06426,267,AF,18,0.564
06426,267,AF,19,0.66
06426,267,AF,20,0.78
06426,267,AF,21,0.544
06426,267,AF,22,0.516
06426,267,AF,23,0.556
06426,267,AF,24,0.488
06426,267,AF,25,0.788
06426,267,AF,26,0.8
06426,267,AF,27,0.588
06426,267,AF,28,0.608
06426,267,AF,29,0.724
06426,268,AF,0,0.484
06426,268,AF,1,1.096
06426,268,AF,2,0.64
06426,268,AF,3,0.624
06426,268,AF,4,0.524
06426,268,AF,5,0.54
06426,268,AF,6,0.728
06426,268,AF,7,0.896
06426,268,AF,8,0.704
06426,268,AF,9,0.94
06426,268,AF,10,0.836
06426,268,AF,11,0.648
06426,268,AF,12,0.496
06426,268,AF,13,0.92
06426,268,AF,14,0.712
06426,268,AF,15,0.584
06426,268,AF,16,0.48
06426,268,AF,17,0.5
06426,268,AF,18,0.48
06426,268,AF,19,0.704
06426,268,AF,20,0.548
06426,268,AF,21,0.8
06426,268,AF,22,0.696
06426,268,AF,23,0.548
06426,268,AF,24,0.776
06426,268,AF,25,0.64
06426,268,AF,26,0.556
06426,268,AF,27,0.512
06426,268,AF,28,0.744
06426,268,AF,29,0.792
06426,269,AF,0,0.712
06426,269,AF,1,0.684
06426,269,AF,2,0.712
06426,269,AF,3,0.728
06426,269,AF,4,0.688
06426,269,AF,5,0.568
06426,269,AF,6,0.888
06426,269,AF,7,0.676
06426,269,AF,8,0.652
06426,269,AF,9,0.672
06426,269,AF,10,0.516
06426,269,AF,11,0.636
06426,269,AF,12,0.888
06426,269,AF,13,0.664
06426,269,AF,14,0.7
06426,269,AF,15,0.508
06426,269,AF,16,0.508
06426,269,AF,17,0.484
06426,269,AF,18,0.764
06426,269,AF,19,0.892
06426,269,AF,20,0.76
06426,269,AF,21,0.556
06426,269,AF,22,0.572
06426,269,AF,23,0.912
06426,269,AF,24,0.916
06426,269,AF,25,0.616
06426,269,AF,26,0.492
06426,269,AF,27,0.512
06426,269,AF,28,0.864
06426,269,AF,29,0.548
06426,270,AF,0,0.504
06426,270,AF,1,0.78
06426,270,AF,2,0.516
06426,270,AF,3,0.524
06426,270,AF,4,0.592
06426,270,AF,5,0.888
06426,270,AF,6,1.016
06426,270,AF,7,0.936
06426,270,AF,8,0.756
06426,270,AF,9,0.676
06426,270,AF,10,0.496
06426,270,AF,11,0.504
06426,270,AF,12,0.944
06426,270,AF,13,0.56
06426,270,AF,14,0.712
06426,270,AF,15,1.184
06426,270,AF,16,0.784
06426,270,AF,17,0.976
06426,270,AF,18,0.816
06426,270,AF,19,0.784
06426,270,AF,20,0.548
06426,270,AF,21,0.6
06426,270,AF,22,0.736
06426,270,AF,23,0.5
06426,270,AF,24,0.488
06426,270,AF,25,0.96
06426,270,AF,26,1.1
06426,270,AF,27,0.752
06426,270,AF,28,0.644
06426,270,AF,29,0.484
06426,271,AF,0,0.616
06426,271,AF,1,0.604
06426,271,AF,2,0.52
06426,271,AF,3,0.684
06426,271,AF,4,0.524
06426,271,AF,5,0.94
06426,271,AF,6,0.528
06426,271,AF,7,0.72
06426,271,AF,8,0.576
06426,271,AF,9,0.628
06426,271,AF,10,0.916
06426,271,AF,11,1.16
06426,271,AF,12,0.688
06426,271,AF,13,0.796
06426,271,AF,14,0.776
06426,271,AF,15,0.5
06426,271,AF,16,0.628
06426,271,AF,17,0.952
06426,271,AF,18,0.74
06426,271,AF,19,0.756
06426,271,AF,20,0.808
06426,271,AF,21,0.86
06426,271,AF,22,0.504
06426,271,AF,23,0.72
06426,271,AF,24,0.504
06426,271,AF,25,0.772
06426,271,AF,26,0.724
06426,271,AF,27,0.82
06426,271,AF,28,0.764
06426,271,AF,29,0.588
06426,272,AF,0,0.592
06426,272,AF,1,0.876
06426,272,AF,2,0.608
06426,272,AF,3,0.54
06426,272,AF,4,0.648
06426,272,AF,5,0.676
06426,272,AF,6,0.564
06426,272,AF,7,0.5
06426,272,AF,8,0.672
06426,272,AF,9,0.512
06426,272,AF,10,0.48
06426,272,AF,11,0.632
06426,272,AF,12,0.868
06426,272,AF,13,0.548
06426,272,AF,14,0.552
06426,272,AF,15,0.74
06426,272,AF,16,0.588
06426,272,AF,17,0.516
06426,272,AF,18,0.46
06426,272,AF,19,0.504
06426,272,AF,20,0.508
06426,272,AF,21,0.512
06426,272,AF,22,0.772
06426,272,AF,23,0.772
06426,272,AF,24,0.684
06426,272,AF,25,0.728
06426,272,AF,26,0.788
06426,272,AF,27,0.752
06426,272,AF,28,0.884
06426,272,AF,29,0.796
06426,273,AF,0,0.7
06426,273,AF,1,0.5
06426,273,AF,2,0.672
06426,273,AF,3,1.036
06426,273,AF,4,0.604
06426,273,AF,5,0.592
06426,273,AF,6,0.708
06426,273,AF,7,0.72
06426,273,AF,8,0.464
06426,273,AF,9,0.536
06426,273,AF,10,0.532
06426,273,AF,11,0.496
06426,273,AF,12,0.532
06426,273,AF,13,0.588
06426,273,AF,14,0.528
06426,273,AF,15,0.5
06426,273,AF,16,0.508
06426,273,AF,17,0.744
06426,273,AF,18,0.736
06426,273,AF,19,0.924
06426,273,AF,20,1.056
06426,273,AF,21,0.776
06426,273,AF,22,0.484
06426,273,AF,23,0.624
06426,273,AF,24,0.492
06426,273,AF,25,0.52
06426,273,AF,26,0.532
06426,273,AF,27,0.88
06426,273,AF,28,0.736
06426,273,AF,29,0.648
06426,274,AF,0,0.48
06426,274,AF,1,0.52
06426,274,AF,2,0.604
06426,274,AF,3,0.804
06426,274,AF,4,0.892
06426,274,AF,5,0.516
06426,274,AF,6,1.224
06426,274,AF,7,0.944
06426,274,AF,8,1.008
06426,274,AF,9,0.668
06426,274,AF,10,0.836
06426,274,AF,11,0.888
06426,274,AF,12,0.812
06426,274,AF,13,0.664
06426,274,AF,14,0.724
06426,274,AF,15,0.756
06426,274,AF,16,0.716
06426,274,AF,17,0.516
06426,274,AF,18,0.528
06426,274,AF,19,0.536
06426,274,AF,20,0.776
06426,274,AF,21,0.776
06426,274,AF,22,0.932
06426,274,AF,23,0.536
06426,274,AF,24,0.912
06426,274,AF,25,0.548
06426,274,AF,26,0.92
06426,274,AF,27,0.572
06426,274,AF,28,0.832
06426,274,AF,29,0.58
06426,275,AF,0,0.508
06426,275,AF,1,0.74
06426,275,AF,2,0.916
06426,275,AF,3,1.12
06426,275,AF,4,0.576
06426,275,AF,5,0.54
06426,275,AF,6,0.528
06426,275,AF,7,0.632
06426,275,AF,8,0.52
06426,275,AF,9,0.756
06426,275,AF,10,0.76
06426,275,AF,11,0.74
06426,275,AF,12,0.824
06426,275,AF,13,0.716
06426,275,AF,14,0.824
06426,275,AF,15,0.76
06426,275,AF,16,0.548
06426,275,AF,17,0.748
06426,275,AF,18,0.856
06426,275,AF,19,0.712
06426,275,AF,20,0.832
06426,275,AF,21,0.804
06426,275,AF,22,0.568
06426,275,AF,23,0.812
06426,275,AF,24,0.704
06426,275,AF,25,0.88
06426,275,AF,26,0.904
06426,275,AF,27,0.804
06426,275,AF,28,0.492
06426,275,AF,29,0.884
06426,276,AF,0,0.7
06426,276,AF,1,0.536
06426,276,AF,2,0.58
06426,276,AF,3,0.536
06426,276,AF,4,0.74
06426,276,AF,5,0.944
06426,276,AF,6,0.496
06426,276,AF,7,0.924
06426,276,AF,8,1.3
06426,276,AF,9,0.584
06426,276,AF,10,0.892
06426,276,AF,11,0.544
06426,276,AF,12,0.768
06426,276,AF,13,0.652
06426,276,AF,14,0.672
06426,276,AF,15,0.996
06426,276,AF,16,0.496
06426,276,AF,17,0.46
06426,276,AF,18,0.468
06426,276,AF,19,0.468
06426,276,AF,20,0.64
06426,276,AF,21,0.768
06426,276,AF,22,0.924
06426,276,AF,23,0.784
06426,276,AF,24,0.484
06426,276,AF,25,0.652
06426,276,AF,26,0.508
06426,276,AF,27,0.684
06426,276,AF,28,0.752
06426,276,AF,29,0.528
06426,277,AF,0,0.652
06426,277,AF,1,0.932
06426,277,AF,2,0.72
06426,277,AF,3,0.528
06426,277,AF,4,0.912
06426,277,AF,5,0.732
06426,277,AF,6,0.772
06426,277,AF,7,0.552
06426,277,AF,8,0.512
06426,277,AF,9,0.476
06426,277,AF,10,0.76
06426,277,AF,11,0.536
06426,277,AF,12,0.788
06426,277,AF,13,0.644
06426,277,AF,14,0.868
06426,277,AF,15,0.572
06426,277,AF,16,0.524
06426,277,AF,17,0.812
06426,277,AF,18,0.7
06426,277,AF,19,0.528
06426,277,AF,20,0.932
06426,277,AF,21,0.844
06426,277,AF,22,0.616
06426,277,AF,23,0.8
06426,277,AF,24,0.72
06426,277,AF,25,0.856
06426,277,AF,26,0.676
06426,277,AF,27,0.704
06426,277,AF,28,0.516
06426,277,AF,29,0.728
06426,278,AF,0,0.484
06426,278,AF,1,0.62
06426,278,AF,2,0.48
06426,278,AF,3,0.772
06426,278,AF,4,0.748
06426,278,AF,5,0.516
06426,278,AF,6,0.708
06426,278,AF,7,0.516
06426,278,AF,8,0.796
06426,278,AF,9,0.708
06426,278,AF,10,0.516
06426,278,AF,11,0.692
06426,278,AF,12,0.812
06426,278,AF,13,0.692
06426,278,AF,14,0.708
06426,278,AF,15,0.624
06426,278,AF,16,0.556
06426,278,AF,17,0.824
06426,278,AF,18,0.764
06426,278,AF,19,0.656
06426,278,AF,20,0.728
06426,278,AF,21,0.564
06426,278,AF,22,0.492
06426,278,AF,23,1.14
06426,278,AF,24,0.544
06426,278,AF,25,0.684
06426,278,AF,26,0.948
06426,278,AF,27,0.68
06426,278,AF,28,0.552
06426,278,AF,29,0.804
06426,279,AF,0,0.756
06426,279,AF,1,0.876
06426,279,AF,2,0.636
06426,279,AF,3,0.628
06426,279,AF,4,0.68
06426,279,AF,5,0.492
06426,279,AF,6,0.624
06426,279,AF,7,0.536
06426,279,AF,8,0.532
06426,279,AF,9,0.776
06426,279,AF,10,0.528
06426,279,AF,11,0.712
06426,279,AF,12,1.084
06426,279,AF,13,0.608
06426,279,AF,14,0.828
06426,279,AF,15,0.656
06426,279,AF,16,0.64
06426,279,AF,17,0.504
06426,279,AF,18,0.716
06426,279,AF,19,0.592
06426,279,AF,20,0.536
06426,279,AF,21,0.576
06426,279,AF,22,0.94
06426,279,AF,23,1.02
06426,279,AF,24,0.608
06426,279,AF,25,0.612
06426,279,AF,26,0.856
06426,279,AF,27,0.54
06426,279,AF,28,0.492
06426,279,AF,29,0.484
06426,280,AF,0,0.504
06426,280,AF,1,0.504
06426,280,AF,2,0.548
06426,280,AF,3,0.68
06426,280,AF,4,0.56
06426,280,AF,5,0.736
06426,280,AF,6,0.776
06426,280,AF,7,0.788
06426,280,AF,8,0.696
06426,280,AF,9,0.492
06426,280,AF,10,0.944
06426,280,AF,11,0.724
06426,280,AF,12,0.516
06426,280,AF,13,0.54
06426,280,AF,14,0.712
06426,280,AF,15,0.548
06426,280,AF,16,0.64
06426,280,AF,17,0.572
06426,280,AF,18,0.808
06426,280,AF,19,0.548
06426,280,AF,20,0.516
06426,280,AF,21,0.524
06426,280,AF,22,0.876
06426,280,AF,23,0.58
06426,280,AF,24,0.576
06426,280,AF,25,0.544
06426,280,AF,26,0.532
06426,280,AF,27,0.772
06426,280,AF,28,0.648
06426,280,AF,29,0.552
06426,281,AF,0,0.844
06426,281,AF,1,0.776
06426,281,AF,2,0.696
06426,281,AF,3,0.704
06426,281,AF,4,0.8
06426,281,AF,5,0.56
06426,281,AF,6,0.632
06426,281,AF,7,0.872
06426,281,AF,8,1.34
06426,281,AF,9,0.744
06426,281,AF,10,0.572
06426,281,AF,11,0.668
06426,281,AF,12,0.532
06426,281,AF,13,0.7
06426,281,AF,14,0.572
06426,281,AF,15,0.68
06426,281,AF,16,0.932
06426,281,AF,17,0.556
06426,281,AF,18,0.724
06426,281,AF,19,0.532
06426,281,AF,20,1.312
06426,281,AF,21,0.576
06426,281,AF,22,0.56
06426,281,AF,23,1.084
06426,281,AF,24,0.572
06426,281,AF,25,0.484
06426,281,AF,26,0.684
06426,281,AF,27,0.672
06426,281,AF,28,0.812
06426,281,AF,29,0.584
06426,282,AF,0,0.488
06426,282,AF,1,0.464
06426,282,AF,2,0.456
06426,282,AF,3,0.732
06426,282,AF,4,0.576
06426,282,AF,5,0.516
06426,282,AF,6,0.48
06426,282,AF,7,0.516
06426,282,AF,8,0.8
06426,282,AF,9,0.8
06426,282,AF,10,0.54
06426,282,AF,11,0.524
06426,282,AF,12,0.516
06426,282,AF,13,0.988
06426,282,AF,14,0.532
06426,282,AF,15,0.928
06426,282,AF,16,0.524
06426,282,AF,17,0.756
06426,282,AF,18,0.804
06426,282,AF,19,0.664
06426,282,AF,20,0.544
06426,282,AF,21,0.74
06426,282,AF,22,0.632
06426,282,AF,23,0.788
06426,282,AF,24,0.548
06426,282,AF,25,0.532
06426,282,AF,26,0.528
06426,282,AF,27,0.476
06426,282,AF,28,0.8
06426,282,AF,29,0.948
06426,283,AF,0,0.96
06426,283,AF,1,0.58
06426,283,AF,2,0.72
06426,283,AF,3,0.576
06426,283,AF,4,0.508
06426,283,AF,5,0.724
06426,283,AF,6,1.028
06426,283,AF,7,0.72
06426,283,AF,8,0.508
06426,283,AF,9,0.624
06426,283,AF,10,0.792
06426,283,AF,11,0.772
06426,283,AF,12,0.54
06426,283,AF,13,0.476
06426,283,AF,14,0.648
06426,283,AF,15,0.692
06426,283,AF,16,0.784
06426,283,AF,17,0.732
06426,283,AF,18,0.704
06426,283,AF,19,0.796
06426,283,AF,20,0.664
06426,283,AF,21,0.664
06426,283,AF,22,0.952
06426,283,AF,23,0.756
06426,283,AF,24,0.632
06426,283,AF,25,0.648
06426,283,AF,26,0.58
06426,283,AF,27,0.64
06426,283,AF,28,0.688
06426,283,AF,29,0.752
06426,284,AF,0,0.532
06426,284,AF,1,0.64
06426,284,AF,2,0.584
06426,284,AF,3,0.48
06426,284,AF,4,0.492
06426,284,AF,5,0.784
06426,284,AF,6,0.848
06426,284,AF,7,0.576
06426,284,AF,8,0.748
06426,284,AF,9,0.5
06426,284,AF,10,0.544
06426,284,AF,11,0.752
06426,284,AF,12,0.52
06426,284,AF,13,0.732
06426,284,AF,14,0.752
06426,284,AF,15,0.588
06426,284,AF,16,0.58
06426,284,AF,17,0.7
06426,284,AF,18,0.668
06426,284,AF,19,0.48
06426,284,AF,20,0.896
06426,284,AF,21,1.008
06426,284,AF,22,0.764
06426,284,AF,23,0.68
06426,284,AF,24,0.876
06426,284,AF,25,0.616
06426,284,AF,26,0.548
06426,284,AF,27,0.88
06426,284,AF,28,0.504
06426,284,AF,29,0.744
06426,285,AF,0,0.72
06426,285,AF,1,0.768
06426,285,AF,2,0.94
06426,285,AF,3,0.864
06426,285,AF,4,0.848
06426,285,AF,5,1.22
06426,285,AF,6,0.808
06426,285,AF,7,0.552
06426,285,AF,8,0.732
06426,285,AF,9,0.556
06426,285,AF,10,0.492
06426,285,AF,11,0.488
06426,285,AF,12,0.624
06426,285,AF,13,0.732
06426,285,AF,14,0.596
06426,285,AF,15,0.644
06426,285,AF,16,0.988
06426,285,AF,17,0.752
06426,285,AF,18,0.56
06426,285,AF,19,0.952
06426,285,AF,20,1.056
06426,285,AF,21,0.804
06426,285,AF,22,0.484
06426,285,AF,23,0.488
06426,285,AF,24,0.828
06426,285,AF,25,0.58
06426,285,AF,26,0.708
06426,285,AF,27,0.76
06426,285,AF,28,0.472
06426,285,AF,29,0.78
06426,286,AF,0,0.748
06426,286,AF,1,0.56
06426,286,AF,2,0.568
06426,286,AF,3,0.68
06426,286,AF,4,0.696
06426,286,AF,5,0.544
06426,286,AF,6,0.784
06426,286,AF,7,0.88
06426,286,AF,8,0.9
06426,286,AF,9,0.528
06426,286,AF,10,0.92
06426,286,AF,11,0.6
06426,286,AF,12,0.504
06426,286,AF,13,0.744
06426,286,AF,14,0.664
06426,286,AF,15,0.536
06426,286,AF,16,0.716
06426,286,AF,17,0.7
06426,286,AF,18,0.64
06426,286,AF,19,0.8
06426,286,AF,20,0.736
06426,286,AF,21,0.844
06426,286,AF,22,0.736
06426,286,AF,23,0.536
06426,286,AF,24,0.76
06426,286,AF,25,0.692
06426,286,AF,26,0.54
06426,286,AF,27,0.672
06426,286,AF,28,0.724
06426,286,AF,29,0.536
06426,287,AF,0,0.556
06426,287,AF,1,0.488
06426,287,AF,2,0.596
06426,287,AF,3,0.648
06426,287,AF,4,0.624
06426,287,AF,5,0.536
06426,287,AF,6,0.548
06426,287,AF,7,0.54
06426,287,AF,8,0.656
06426,287,AF,9,0.532
06426,287,AF,10,0.524
06426,287,AF,11,0.572
06426,287,AF,12,0.56
06426,287,AF,13,0.412
06426,287,AF,14,0.456
06426,287,AF,15,0.432
06426,287,AF,16,0.628
06426,287,AF,17,0.46
06426,287,AF,18,0.844
06426,287,AF,19,0.584
06426,287,AF,20,0.608
06426,287,AF,21,0.524
06426,287,AF,22,0.644
06426,287,AF,23,0.512
06426,287,AF,24,0.536
06426,287,AF,25,0.424
06426,287,AF,26,0.592
06426,287,AF,27,0.924
06426,287,AF,28,0.452
06426,287,AF,29,0.452
06426,288,AF,0,0.552
06426,288,AF,1,0.756
06426,288,AF,2,0.668
06426,288,AF,3,0.884
06426,288,AF,4,1.02
06426,288,AF,5,0.776
06426,288,AF,6,0.7
06426,288,AF,7,0.652
06426,288,AF,8,0.56
06426,288,AF,9,0.8
06426,288,AF,10,0.82
06426,288,AF,11,0.696
06426,288,AF,12,0.632
06426,288,AF,13,0.604
06426,288,AF,14,0.544
06426,288,AF,15,0.812
06426,288,AF,16,0.924
06426,288,AF,17,1.036
06426,288,AF,18,0.728
06426,288,AF,19,0.72
06426,288,AF,20,0.556
06426,288,AF,21,0.692
06426,288,AF,22,0.512
06426,288,AF,23,0.688
06426,288,AF,24,0.524
06426,288,AF,25,0.68
06426,288,AF,26,0.852
06426,288,AF,27,0.888
06426,288,AF,28,0.54
06426,288,AF,29,0.94
06426,289,AF,0,0.504
06426,289,AF,1,0.468
06426,289,AF,2,0.756
06426,289,AF,3,0.876
06426,289,AF,4,0.636
06426,289,AF,5,1.016
06426,289,AF,6,0.74
06426,289,AF,7,0.5
06426,289,AF,8,1.04
06426,289,AF,9,0.924
06426,289,AF,10,0.732
06426,289,AF,11,0.624
06426,289,AF,12,1.052
06426,289,AF,13,0.624
06426,289,AF,14,0.944
06426,289,AF,15,0.572
06426,289,AF,16,0.736
06426,289,AF,17,0.656
06426,289,AF,18,0.684
06426,289,AF,19,0.788
06426,289,AF,20,0.716
06426,289,AF,21,0.52
06426,289,AF,22,0.544
06426,289,AF,23,0.632
06426,289,AF,24,0.68
06426,289,AF,25,0.532
06426,289,AF,26,0.7
06426,289,AF,27,0.564
06426,289,AF,28,0.688
06426,289,AF,29,0.756
06426,290,AF,0,0.656
